Ingredient Name,Unit of Measurement,Purchase Unit,Conversion Factor,Cost Per Unit,Category,Description,Minimum Stock Level,Current Stock,Storage Temperature,Is Perishable,Shelf Life Days,Brand,Active,Available
White Dalia ,kg,packet,1000,40,Kitchen ,,10,0,room_temperature,FALSE,,JAGDISH ,TRUE,TRUE
Poha ,kg,packet,1000,52,Kitchen ,,20,0,room_temperature,FALSE,,TAPARIA ,TRUE,TRUE
Sev Mota ,kg,packet,1000,200,Kitchen ,,10,0,room_temperature,FALSE,,,TRUE,TRUE
Sev Barik ,kg,packet,1000,210,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Custard Powder ,kg,packet,1000,95,Kitchen ,,,0,room_temperature,FALSE,,BUTTER FLY ,TRUE,TRUE
Peanut ,kg,packet,1000,91.64,Kitchen ,,8,0,room_temperature,FALSE,,,TRUE,TRUE
Soya Bean Badi ,kg,packet,1000,61.5,Kitchen ,,10,0,room_temperature,FALSE,,RUCHI ,TRUE,TRUE
Moong Badi ,kg,packet,1000,125,Kitchen ,,4,0,room_temperature,FALSE,,MAMTA ,TRUE,TRUE
Magaj,kg,packet,1000,465,Kitchen ,,13,0,room_temperature,FALSE,,ASHOK INDUSTRIES ,TRUE,TRUE
Suji ,kg,packet,1000,45,Kitchen ,,20,0,room_temperature,FALSE,,TAPARIA ,TRUE,TRUE
Itli Rawa ,kg,packet,1000,40,Kitchen ,,13,0,room_temperature,FALSE,,,TRUE,TRUE
Imli ,kg,packet,1000,125,Kitchen ,,4,0,room_temperature,FALSE,,,TRUE,TRUE
Pani Puri  ,kg,packet,1000,95,Kitchen ,,,0,room_temperature,FALSE,,AMAZING ,TRUE,TRUE
Gulab Jamun Powder ,kg,packet,200,107,Kitchen ,,,0,room_temperature,FALSE,,GITS ,TRUE,TRUE
Ajinomoto ,kg,packet,500,90,Kitchen ,,0.5,0,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Spaghetti ,kg,packet,500,65,Kitchen ,,,0,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Pasta Lasaniya,packet,packet,500,250,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Pasta Penne  ,packet,packet,500,120,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Pasta Macroni  ,packet,packet,500,83.61,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Pasta Penne  ,kg,packet,1000,58,Kitchen ,,,0,room_temperature,FALSE,,ZILLI MILLI ,TRUE,TRUE
Pasta Macroni  ,kg,packet,1000,58,Kitchen ,,,0,room_temperature,FALSE,,ZILLI MILLI ,TRUE,TRUE
Gur (Jaggery),kg,packet,1000,42.97,Kitchen ,,5,0,room_temperature,FALSE,,,TRUE,TRUE
Baking Powder ,kg,packet,400,48.14,Kitchen ,,1,0,room_temperature,FALSE,,WEIKFIELD ,TRUE,TRUE
Murmura ,kg,packet,500,37.15,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Sabudana ,kg,packet,500,36.5,Kitchen ,,6,0,room_temperature,FALSE,,,TRUE,TRUE
Coffee Powder 500 Grm,packet,packet,500,1779,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Coffee Esspresso Blend ,kg,packet,1000,1509,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Coffee,kg,packet,1000,660.69,Kitchen ,,1,0,room_temperature,FALSE,,LAVAZZA,TRUE,TRUE
Coffee ,kg,packet,1000,1036,Kitchen ,,,0,room_temperature,FALSE,,TATA ,TRUE,TRUE
Tea Lal Ghoda ,kg,packet,1000,277,Kitchen ,,7,0,room_temperature,FALSE,,TATA ,TRUE,TRUE
Maggi ,packet,packet,1680,310,Kitchen ,,,0,room_temperature,FALSE,,MAGGI ,TRUE,TRUE
Khaman Dhokla ,packet,packet,1000,195,Kitchen ,,,0,room_temperature,FALSE,,GANPATI ,TRUE,TRUE
Kaju Soora,kg,packet,1000,450,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kaju Tukda ,kg,packet,1000,822,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kaju Whole ,kg,packet,1000,826,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Green Elaichi ,kg,packet,100,3200,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Coconut Water ,piece,individual,1,23.63,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Food Color ,can,can,100,80,Kitchen ,,1,0,room_temperature,FALSE,,BUSH ,TRUE,TRUE
Bourn Vita ,kg,packet,1000,410,Kitchen ,,,0,room_temperature,FALSE,,CADBURY ,TRUE,TRUE
Garlic ,kg,packet,1000,76,Kitchen ,,28,0,room_temperature,FALSE,,,TRUE,TRUE
Green Peas ,kg,packet,5000,450,Kitchen ,,20,0,room_temperature,FALSE,,,TRUE,TRUE
French Fry ,kg,packet,2500,310,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Saunf,kg,packet,1000,345.71,Kitchen ,,5,0,room_temperature,FALSE,,,TRUE,TRUE
French Fry ,kg,packet,3000,396,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Corn Flakes ,packet,packet,500,54.8,Kitchen ,,,0,room_temperature,FALSE,,SHANTIS ,TRUE,TRUE
Honey ,liter,bottle,1000,343,Kitchen ,,,0,room_temperature,FALSE,,PATANJALI ,TRUE,TRUE
American Corn ,packet,packet,1000,75,Kitchen ,,8,0,room_temperature,FALSE,,FRESH O GREEN ,TRUE,TRUE
Chilli Flakes ,kg,packet,1000,400,Kitchen ,,,0,room_temperature,FALSE,,VIVA ,TRUE,TRUE
Oregano ,kg,packet,1000,350,Kitchen ,,,0,room_temperature,FALSE,,VIVA,TRUE,TRUE
Laung (Clove) ,kg,packet,1000,825,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Tutit Frutti,kg,packet,400,33,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Choco Flakes ,packet,packet,375,115.15,Kitchen ,,,0,room_temperature,FALSE,,SHANTIS,TRUE,TRUE
Tooth Pick,liter,bottle,50,8.8,Kitchen ,,,0,room_temperature,FALSE,,SILVER,TRUE,TRUE
Tahina Paste 1Kg,can,can,1000,890,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Amsur Powder,kg,packet,1000,194.95,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Baked Beans 440Gm,kg,packet,440,46.2,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Bread Crums,packet,packet,1000,125,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Chocolate Topping 1Ltr,liter,bottle,1000,238,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
"Cooking Soda
Cooking Soda",packet,packet,100,10,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Garlic Powder 4 225Mrp,packet,packet,400,191.25,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Gurd,kg,packet,1000,240,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Hershey Syrup Chocolate,liter,bottle,1,186.85,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Jalepeno Slice 850G Habit Jar,jar,jar,850,101.25,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Jal Jeera Powder,packet,packet,1,126.26,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Ker,kg,packet,1000,932,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Sangari,kg,packet,1000,798,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kery Pudina,liter,bottle,1000,242.25,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kesar,packet,packet,1,128,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
White Til,packet,packet,1000,72,Kitchen ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Tea Bags Pouch 100,packet,packet,1,1.6,Room supply ,,,0,room_temperature,FALSE,,TETLEY ,TRUE,TRUE
Tea Bags Pouch 200,packet,packet,1,305,Room supply ,,,0,room_temperature,FALSE,,TETLEY ,TRUE,TRUE
Green Bags Pouch 25,packet,packet,1,161.5,Room supply ,,,0,room_temperature,FALSE,,TETLEY ,TRUE,TRUE
Coffee Pouch 144,packet,packet,1,267.84,Room supply ,,,0,room_temperature,FALSE,,NESCAFE ,TRUE,TRUE
Milk Powder Pouch 120,packet,packet,1,364,Room supply ,,,0,room_temperature,FALSE,,AMUL ,TRUE,TRUE
Milk Powder Pouch 150,packet,packet,1,375,Room supply ,,,0,room_temperature,FALSE,,EVERY DAY ,TRUE,TRUE
Sugar Pouch 200,packet,packet,1,115.5,Room supply ,,,0,room_temperature,FALSE,,JYOT ,TRUE,TRUE
Chilli Flakes Sachet 225Mrp,packet,packet,1,120,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Slipper ,packet,packet,1,34.45,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Body Wash ,packet,packet,1,8.85,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Lotion ,packet,packet,1,8.85,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shampoo,packet,packet,1,8.85,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Hair Oil ,packet,packet,1,0.85,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shower Cap ,packet,packet,1,3.85,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Care Kit ,packet,packet,1,4.42,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Glass Coaster ,packet,packet,1,1.77,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Dolly Paper ,packet,packet,1,16,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Glass Cover ,packet,packet,1,6,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shoe Shine ,packet,packet,1,7,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Disposal Bag ,packet,packet,1,7,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Chocolate Box,packet,packet,1,98,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Oregano Spice Mix Schet,packet,packet,1,120,Room supply ,,,0,room_temperature,FALSE,,,TRUE,TRUE
9 V Battery,piece,individual,1,180,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Aa Cell,piece,individual,1,5.5,House keeping,,6,0,room_temperature,FALSE,,,TRUE,TRUE
Aa Duro Cell,piece,individual,1,36.39,House keeping,,6,0,room_temperature,FALSE,,,TRUE,TRUE
Aaa Cell,piece,individual,1,5,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Agarbatti,packet,packet,1,40,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
All Out Machine,piece,individual,1,80,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
All Out Refil,piece,individual,1,55,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
All Purpose Kit,piece,individual,1,3.54,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Bleaching Powder,kg,packet,1,51,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Body Wash,piece,individual,1,8.85,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Bodywash ,liter,bottle,5000,180.09,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Broom Danda,piece,individual,1,428.57,House keeping,,2,0,room_temperature,FALSE,,,TRUE,TRUE
Broom Phool,piece,individual,1,70,House keeping,,4,0,room_temperature,FALSE,,,TRUE,TRUE
Comb,piece,individual,1,5.12,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Coster,piece,individual,1,1.7,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Cottan Siliper,pair,pair,1,30.54,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Coular Patti,piece,individual,1,70,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Dental Kit,piece,individual,1,10.58,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Dettol Soap,piece,individual,1,8.89,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Dhaga,packet,individual,1,80,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Dnd Card,piece,individual,1,10.03,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Drawing Pin1*10Nos,packet,packet,1,110.25,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Dry Mop,piece,individual,1,220.8,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Duro D2 Cell,piece,individual,1,162.5,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Dustbin 120 Ltr,piece,individual,1,2250,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Duster White,piece,individual,1,11.3,House keeping,,6,0,room_temperature,FALSE,,,TRUE,TRUE
Electric Bat,piece,individual,1,475,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Exl Bar Soap ,piece,individual,1,8.71,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Finayal,liter,bottle,5000,27.14,House keeping,,5,0,room_temperature,FALSE,,,TRUE,TRUE
Garbege Bags  ( All ),kg,packet,1000,123.9,House keeping,,30,0,room_temperature,FALSE,,,TRUE,TRUE
Hair Oil,packet,individual,100,85,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Hand Gloves ,packet,individual,100,27.97,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Handwash ,liter,bottle,5000,180.09,House keeping,,15,0,room_temperature,FALSE,,,TRUE,TRUE
Handwash ,liter,bottle,5000,36,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kapoor Goli,packet,individual,1000,116,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Ker Kit,piece,individual,1,5.8,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kot Roll,liter,roll,1,65,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Lakej Tag,piece,individual,1,2.12,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Laundry Bag Site,piece,individual,1,30,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Laundry Bag H.K.I,piece,individual,1,9.44,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Lemon Soap With Ki Logo,piece,individual,1,4.72,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Lock,piece,individual,1,30,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Lux Soap,piece,individual,1,8.51,House keeping,,70,0,room_temperature,FALSE,,,TRUE,TRUE
Match Pc,piece,individual,1,0.75,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Odonil,piece,individual,1,25.51,House keeping,,10,0,room_temperature,FALSE,,,TRUE,TRUE
Pci Hit,piece,individual,1,115.69,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Pears Soap ,piece,individual,1,19.62,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Reva Sense 5Ltr,liter,bottle,5000,165.2,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Ring Rabar,kg,packet,1000,200,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Room Spray,piece,individual,1,114.13,House keeping,,2,0,room_temperature,FALSE,,,TRUE,TRUE
Shampoo ,liter,bottle,380,152.57,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shampoo ,liter,bottle,5000,180.09,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shampoo Clinic Plus ,pouch,pouch,1,0.73,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shaving Kit (Razor & Cream),packet,packet,1,13.57,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Dental Kit (Paste & Brush),packet,packet,1,11.8,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shoe Shine,piece,individual,1,6.49,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shower Cap,packet,packet,1,4.53,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Skin Lotion ,liter,bottle,5000,180.09,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Steel Wool Roll ,liter,roll,5000,1416,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Stick Mop,piece,individual,1,153.4,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Su Shayner,piece,individual,1,6.49,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Surf Excel ,kg,packet,1000,118.47,House keeping,,15,0,room_temperature,FALSE,,,TRUE,TRUE
Surf Excel ,packet,individual,750,80.97,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Surf Excel ,packet,individual,500,58,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Emrail,can,can,5000,157.88,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski H 100,can,can,5000,187.85,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Machine Paid,piece,individual,1,491.33,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Nobile Plus,can,can,5000,1825.46,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-1,piece,can,5000,215.48,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-2,piece,can,5000,182.39,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-3,piece,can,5000,249.03,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-4,piece,can,5000,349.23,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-5,piece,can,5000,183.48,House keeping,,2,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-6,piece,can,5000,130.11,House keeping,,10,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-7,piece,can,5000,100.84,House keeping,,3,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-9,piece,can,5000,190.72,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R6 500Ml,piece,individual,500,63.23,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma D7.1,liter,bottle,5000,298.17,House keeping,,5,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Drain,piece,can,5000,159.35,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Grill D9,liter,bottle,5000,284.84,House keeping,,5,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Multi,liter,bottle,5000,96.68,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Select ,liter,bottle,25,417.34,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Ultra,liter,bottle,5000,517.9,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Terranova,liter,bottle,1,437.42,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Urinal Screen,piece,individual,1,448.06,House keeping,,2,0,room_temperature,FALSE,,,TRUE,TRUE
Scrub Pad,packet,individual,1,23,House keeping,,12,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Date,piece,can,5000,128.27,House keeping,,35,0,room_temperature,FALSE,,,TRUE,TRUE
Wc- Band,piece,individual,1,0.71,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Wipper Big,piece,individual,1,177,House keeping,,2,0,room_temperature,FALSE,,,TRUE,TRUE
Wipper Small,piece,individual,1,141.6,House keeping,,3,0,room_temperature,FALSE,,,TRUE,TRUE
W/C Brush,piece,individual,1,88.84,House keeping,,2,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Dip -K1,liter,bottle,5000,204.93,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Vim Bar,packet,individual,1,9.35,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Wc Bend ,packet,packet,1,0.82,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Caustic Powder,kg,packet,1,52.41,House keeping,,5,0,room_temperature,FALSE,,,TRUE,TRUE
Taski 100 L Crystal,kg,packet,1,274.27,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Action Powder,kg,packet,1,314.7,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Extra Soft,can,can,5000,250,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Hypo,liter,bottle,50,65.07,House keeping,,14,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suprime Powder,kg,packet,25,248.43,House keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski-200S,can,can,1,592.7,House keeping,,2,0,room_temperature,FALSE,,,TRUE,TRUE
Butter Paper Roll,liter,roll,1,155,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
C Fold Paper ,packet,packet,1,34,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Napkin Paper ,packet,packet,1,23.77,Disposal ,,110,0,room_temperature,FALSE,,,TRUE,TRUE
Tissue Paper ,packet,packet,1,23,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Tissue Roll ,liter,roll,1,1563,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Tissue Box ,box,box,1,31.86,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Toilet Roll ,liter,roll,1,7.25,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Straw Pipe ,packet,packet,1,33.62,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Stick Strier ,packet,packet,1,45,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Silver Foil ,liter,roll,1,351,Disposal ,,4,0,room_temperature,FALSE,,,TRUE,TRUE
Clean Foil ,liter,roll,1,269,Disposal ,,10,0,room_temperature,FALSE,,,TRUE,TRUE
Disposal Paper Glass ,packet,packet,1,28.5,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Disposal Tea Cup ,packet,packet,1,13.27,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Disposal Water Glass ,packet,packet,1,35,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Disposal Plate ,packet,packet,1,8.5,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Disposal Spoon ,packet,packet,1,41,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Disposal Ice Cream Cup ,packet,packet,1,84,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Meal Tray ,piece,individual,1,5.87,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black  500 Ml,piece,individual,1,5.25,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 300 Ml ,piece,individual,1,4.6,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 400 Ml ,piece,individual,1,5,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 1000 Ml ,piece,individual,1,6.54,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 650 Ml ,piece,individual,1,7.38,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 250 Ml ,piece,individual,1,2.46,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 100 Ml ,piece,individual,1,2.24,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Plastic Carry Bag 1 Kg ,kg,packet,1,280,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Cap Kitchen  ,packet,packet,1,46.2,Disposal ,,5,0,room_temperature,FALSE,,,TRUE,TRUE
Food Sample Pouch ,packet,packet,1,30,Disposal ,,3,0,room_temperature,FALSE,,,TRUE,TRUE
Service Hand Gloves ,packet,packet,1,33,Disposal ,,5,0,room_temperature,FALSE,,,TRUE,TRUE
Packing Roll ,liter,roll,1,240,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Silver Bag 6*8,packet,packet,1,90,Disposal ,,,0,room_temperature,FALSE,,,TRUE,TRUE
Silver Bag 8*10 ,packet,packet,1,100,Disposal ,,,,,,,,,
Bread Panni,packet,packet,1000,190,Disposal ,,,,,,,,,
240 Ml D/W Glass White,piece,individual,1,3.54,Disposal ,,,,,,,,,
350 Ml Pcs Glass(12Qz),piece,individual,1,3.07,Disposal ,,,,,,,,,
500 Ml Packaging Dabba Black,piece,individual,1,5.59,Disposal ,,,,,,,,,
92 Dia Pet Flat Lid With Dhkan,piece,individual,1,1.18,Disposal ,,,,,,,,,
"Butter Paper Roll
Butter Paper Roll",liter,roll,1,155,Disposal ,,,,,,,,,
Cake Box 10*10,piece,individual,1,16.8,Disposal ,,,,,,,,,
Cake Box 8*8,piece,individual,1,13.44,Disposal ,,,,,,,,,
Cap Chef Paper A,piece,individual,1,6.17,Disposal ,,,,,,,,,
"Carry Bag Plastic
Carry Bag  Plastic",kg,packet,1,135.64,Disposal ,,,,,,,,,
"Meal Tray 8Cp
Meal Tray 8Cp",piece,individual,1,21.24,Disposal ,,,,,,,,,
Pastry Box 5*5,piece,individual,1,5.43,Disposal ,,,,,,,,,
Pizza Box 10*10,piece,individual,1,11.54,Disposal ,,,,,,,,,
Plain Paper Bag 23*18*15 Small,piece,individual,1,4.72,Disposal ,,,,,,,,,
Plain Paper Bag 30*21*18 Big,piece,individual,1,7.08,Disposal ,,,,,,,,,
"Silver 6*8
Silver 6*8",packet,packet,1,88.29,Disposal ,,,,,,,,,
"Silver8*10
Silver8*10",packet,packet,1,68.75,Disposal ,,,,,,,,,
Stirrer Big,piece,individual,1,1.26,Disposal ,,,,,,,,,
Stirrer Small,piece,individual,1,1.15,Disposal ,,,,,,,,,
All Pin,packet,packet,500,40,Stationery ,,,,,,,,,
Book Print Meal Coupon,piece,individual,1,134.5,Stationery ,,,,,,,,,
Bread Tape,piece,individual,1,22.16,Stationery ,,,,,,,,,
Carbon Paper,piece,individual,1,1,Stationery ,,,,,,,,,
Cello Tap,liter,roll,1,61,Stationery ,,,,,,,,,
Cello Tap Midiam,piece,roll,1,40,Stationery ,,,,,,,,,
Challan Book Big,piece,individual,1,111.94,Stationery ,,,,,,,,,
Challan Book Small,piece,individual,1,39.53,Stationery ,,,,,,,,,
Clip Band,piece,individual,1,3,Stationery ,,,,,,,,,
Dori File,piece,individual,1,10,Stationery ,,,,,,,,,
Driver Long Book,piece,individual,1,55,Stationery ,,,,,,,,,
Duplicate Book,piece,individual,1,20.91,Stationery ,,,,,,,,,
Fevistick,piece,individual,1,24.09,Stationery ,,,,,,,,,
File Box Big,piece,individual,1,85,Stationery ,,,,,,,,,
File Mini,piece,individual,1,60,Stationery ,,,,,,,,,
File Voucher,piece,individual,1,12,Stationery ,,,,,,,,,
Gate Pass Book,piece,individual,1,121,Stationery ,,2,,,,,,,
Guest Key Pocket,piece,individual,1,2.9,Stationery ,,,,,,,,,
Highlighter,piece,individual,1,24.55,Stationery ,,,,,,,,,
L Folder,piece,individual,1,8,Stationery ,,,,,,,,,
Latter Paid Hki,piece,individual,1,1.87,Stationery ,,,,,,,,,
Lifafa All,piece,individual,1,1.99,Stationery ,,,,,,,,,
Machine Stepler,piece,individual,1,30,Stationery ,,,,,,,,,
Marker Big Parmanet,piece,individual,1,13.21,Stationery ,,18,,,,,,,
Marker Small Parmanet,piece,individual,1,8.23,Stationery ,,14,,,,,,,
Marker White Bord Marker,piece,individual,1,17.66,Stationery ,,3,,,,,,,
